player_email,verb,created_at,asset_type,asset_title
obi@bvskillportdemo.com,logged-in,2014-07-23T10:58:20Z,books,Compliance and Social Media
obi@bvskillportdemo.com,completed-course,2013-05-18T17:12:16Z,videos,Compliance and Social Media
lucas@bvskillportdemo.com,added-note-course,2012-03-09T13:14:06Z,resources,Compliance and Social Media
jack@bvskillportdemo.com,logged-in,2014-03-15T03:44:46Z,books,Global Safety Principles
roselyn@bvskillportdemo.com,took-pretest,2013-11-23T20:51:10Z,resources,Planning for Performance
julianne@bvskillportdemo.com,accessed-video,2014-07-04T12:48:50Z,resources,Scala Introduction
amy@bvskillportdemo.com,added-note-course,2014-12-01T01:04:17Z,resources,Planning for Performance
julianne@bvskillportdemo.com,shared-course,2014-12-13T13:21:35Z,books,Compliance and Social Media
julianne@bvskillportdemo.com,logged-in,2013-12-07T23:58:34Z,books,Compliance and Social Media
julianne@bvskillportdemo.com,downloaded-book,2014-01-17T05:56:14Z,videos,Planning for Performance
amy@bvskillportdemo.com,took-pretest,2014-11-06T19:17:47Z,books,Scala Introduction
jack@bvskillportdemo.com,accessed-video,2014-03-27T01:02:21Z,books,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,logged-in,2012-11-02T03:57:14Z,books,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,added-company,2013-05-01T19:25:01Z,courses,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,accessed-book,2014-02-25T18:34:31Z,resources,Compliance and Social Media
lucas@bvskillportdemo.com,added-manager,2013-06-27T09:16:05Z,resources,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,beat-pretest,2014-12-20T03:16:01Z,videos,Global Safety Principles
julianne@bvskillportdemo.com,added-location,2014-12-18T23:46:23Z,books,Compliance and Social Media
jack@bvskillportdemo.com,accessed-book,2013-03-08T21:54:16Z,courses,Planning for Performance
jack@bvskillportdemo.com,started-course,2012-09-20T01:24:37Z,books,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,read-book,2013-08-27T15:55:19Z,books,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,accessed-resource,2012-10-13T03:43:31Z,courses,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,beat-pretest,2014-06-23T13:58:46Z,courses,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,started-course,2014-12-12T08:31:54Z,books,Global Safety Principles
jack@bvskillportdemo.com,added-location,2014-10-28T04:54:49Z,resources,Global Safety Principles
jessica@bvskillportdemo.com,accessed-resource,2012-11-19T06:48:17Z,videos,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,registered,2013-06-12T14:34:01Z,videos,Planning for Performance
julianne@bvskillportdemo.com,started-course,2012-05-09T21:10:44Z,books,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,accessed-resource,2014-08-07T09:31:41Z,videos,Compliance and Social Media
amy@bvskillportdemo.com,accessed-book,2013-03-05T04:46:07Z,resources,Global Safety Principles
lucas@bvskillportdemo.com,restart-course,2012-08-07T14:52:51Z,resources,Planning for Performance
obi@bvskillportdemo.com,accessed-book,2014-04-19T21:21:37Z,videos,Scala Introduction
roselyn@bvskillportdemo.com,accessed-course,2013-09-27T21:57:29Z,resources,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,shared-course,2012-11-05T14:32:32Z,videos,Reviewing and Rewarding Performance
julianne@bvskillportdemo.com,downloaded-book,2012-03-19T22:18:17Z,books,Global Safety Principles
julianne@bvskillportdemo.com,downloaded-book,2014-06-24T18:09:55Z,courses,Planning for Performance
roselyn@bvskillportdemo.com,accessed-video,2014-04-04T09:35:31Z,resources,Managing IPv4 and IPv6 Addressing
julianne@bvskillportdemo.com,downloaded-book,2013-11-11T09:03:49Z,courses,Planning for Performance
roselyn@bvskillportdemo.com,restarted-test,2012-01-21T21:17:12Z,videos,Facilitating Collaborative Processes
amy@bvskillportdemo.com,added-company,2014-12-20T06:42:01Z,resources,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,accessed-video,2012-06-16T11:50:59Z,books,Compliance and Social Media
lucas@bvskillportdemo.com,started-course,2014-06-18T18:03:49Z,courses,Planning for Performance
obi@bvskillportdemo.com,restarted-test,2013-11-02T20:23:19Z,books,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,accessed-resource,2014-05-12T16:36:34Z,videos,Facilitating Collaborative Processes
julianne@bvskillportdemo.com,added-note-course,2012-08-28T09:39:26Z,courses,Scala Introduction
jack@bvskillportdemo.com,registered,2012-03-07T09:42:37Z,courses,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,registered,2012-05-18T19:20:35Z,resources,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,added-company,2012-06-01T05:53:03Z,resources,Compliance and Social Media
roselyn@bvskillportdemo.com,accessed-course,2014-07-01T22:47:13Z,books,Scala Introduction
roselyn@bvskillportdemo.com,added-note-course,2014-11-13T07:46:52Z,videos,Compliance and Social Media
obi@bvskillportdemo.com,read-book,2014-04-15T11:56:19Z,videos,Global Safety Principles
lucas@bvskillportdemo.com,read-book,2013-05-06T06:05:45Z,resources,Compliance and Social Media
roselyn@bvskillportdemo.com,added-company,2014-01-12T22:47:10Z,resources,Facilitating Collaborative Processes
amy@bvskillportdemo.com,accessed-course,2012-10-23T19:27:04Z,resources,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,added-note-course,2014-07-12T05:10:51Z,books,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,restart-course,2012-10-14T01:16:30Z,videos,Facilitating Collaborative Processes
jack@bvskillportdemo.com,took-pretest,2014-12-22T03:54:34Z,courses,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,added-manager,2013-05-25T07:15:34Z,courses,Planning for Performance
jessica@bvskillportdemo.com,restarted-test,2014-07-22T19:36:26Z,courses,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,read-book,2013-02-24T12:44:30Z,books,Planning for Performance
amy@bvskillportdemo.com,accessed-book,2014-11-17T02:35:58Z,books,Global Safety Principles
julianne@bvskillportdemo.com,read-book,2012-10-14T13:38:40Z,resources,Reviewing and Rewarding Performance
julianne@bvskillportdemo.com,accessed-video,2013-10-28T14:13:48Z,courses,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,started-course,2014-08-26T08:01:46Z,resources,Web Design Enhancements
jack@bvskillportdemo.com,restart-course,2013-10-12T11:23:45Z,videos,Web Design Enhancements
amy@bvskillportdemo.com,logged-in,2013-06-10T12:08:52Z,books,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,completed-course,2012-07-09T17:04:21Z,books,Web Design Enhancements
jack@bvskillportdemo.com,took-pretest,2012-07-23T03:01:40Z,videos,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,downloaded-book,2014-10-23T16:14:16Z,videos,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,logged-in,2012-06-02T01:04:04Z,videos,Facilitating Collaborative Processes
julianne@bvskillportdemo.com,accessed-book,2013-04-01T11:30:07Z,courses,Scala Introduction
julianne@bvskillportdemo.com,accessed-video,2013-10-08T17:02:10Z,books,Web Design Enhancements
obi@bvskillportdemo.com,accessed-video,2014-06-15T11:23:57Z,books,Global Safety Principles
jack@bvskillportdemo.com,completed-course,2014-01-02T01:22:10Z,videos,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,added-manager,2013-05-14T14:50:56Z,videos,Planning for Performance
amy@bvskillportdemo.com,accessed-course,2012-03-25T14:30:37Z,resources,Planning for Performance
lucas@bvskillportdemo.com,completed-course,2013-07-27T02:41:58Z,videos,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,restart-course,2014-06-05T09:55:51Z,courses,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,read-book,2013-07-15T17:34:27Z,books,Web Design Enhancements
obi@bvskillportdemo.com,logged-in,2013-06-16T22:45:39Z,books,Planning for Performance
jack@bvskillportdemo.com,accessed-video,2014-08-18T09:54:59Z,resources,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,downloaded-book,2012-10-21T18:34:07Z,books,Compliance and Social Media
roselyn@bvskillportdemo.com,restart-course,2014-07-22T19:47:39Z,courses,Planning for Performance
amy@bvskillportdemo.com,accessed-course,2014-01-08T02:17:17Z,resources,Global Safety Principles
jessica@bvskillportdemo.com,shared-course,2012-02-16T13:08:11Z,books,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,added-note-course,2012-03-09T08:28:31Z,resources,Facilitating Collaborative Processes
obi@bvskillportdemo.com,added-company,2012-09-23T09:11:32Z,resources,Web Design Enhancements
lucas@bvskillportdemo.com,restarted-test,2014-03-02T02:17:02Z,videos,Global Safety Principles
lucas@bvskillportdemo.com,added-company,2014-10-22T17:32:55Z,videos,Global Safety Principles
jack@bvskillportdemo.com,accessed-course,2012-04-20T05:37:06Z,books,Global Safety Principles
obi@bvskillportdemo.com,beat-pretest,2013-06-23T14:51:48Z,courses,Global Safety Principles
obi@bvskillportdemo.com,beat-pretest,2012-06-17T21:27:12Z,courses,Scala Introduction
roselyn@bvskillportdemo.com,logged-in,2014-01-22T23:18:20Z,resources,Facilitating Collaborative Processes
obi@bvskillportdemo.com,downloaded-book,2013-12-09T02:52:41Z,books,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,started-course,2013-12-27T08:45:32Z,resources,Web Design Enhancements
jack@bvskillportdemo.com,shared-course,2013-11-21T17:13:17Z,resources,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,restarted-test,2014-04-13T21:03:43Z,books,Facilitating Collaborative Processes
amy@bvskillportdemo.com,took-pretest,2013-04-06T02:25:15Z,books,Scala Introduction
lucas@bvskillportdemo.com,accessed-resource,2014-11-19T03:39:39Z,videos,Scala Introduction
