player_email,verb,created_at,asset_type,asset_title
jessica@bvskillportdemo.com,accessed-course,2014-09-05T01:51:35Z,videos,Global Safety Principles
lucas@bvskillportdemo.com,added-note-course,2013-12-10T19:46:55Z,videos,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,accessed-book,2014-10-16T17:28:56Z,courses,Global Safety Principles
julianne@bvskillportdemo.com,read-book,2012-10-09T10:21:21Z,resources,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,accessed-resource,2013-11-08T02:28:24Z,resources,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,completed-course,2013-04-16T02:24:04Z,videos,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,started-course,2012-10-11T23:04:29Z,courses,Scala Introduction
roselyn@bvskillportdemo.com,completed-course,2012-04-06T01:16:23Z,videos,Planning for Performance
jessica@bvskillportdemo.com,added-manager,2012-08-13T08:59:38Z,courses,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,restarted-test,2012-04-09T07:07:06Z,videos,Compliance and Social Media
obi@bvskillportdemo.com,accessed-course,2012-01-08T10:49:12Z,books,Global Safety Principles
amy@bvskillportdemo.com,logged-in,2012-08-12T02:38:12Z,resources,Global Safety Principles
julianne@bvskillportdemo.com,added-company,2012-04-01T22:41:19Z,courses,Scala Introduction
roselyn@bvskillportdemo.com,downloaded-book,2014-06-18T11:23:31Z,resources,Global Safety Principles
lucas@bvskillportdemo.com,restarted-test,2013-08-01T22:47:50Z,resources,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,accessed-book,2012-08-27T08:41:43Z,courses,Planning for Performance
jack@bvskillportdemo.com,downloaded-book,2013-10-06T22:33:12Z,videos,Scala Introduction
julianne@bvskillportdemo.com,accessed-resource,2012-04-09T16:17:52Z,resources,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,accessed-book,2012-11-10T09:26:07Z,courses,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,added-company,2012-02-28T01:21:48Z,courses,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,shared-course,2013-07-17T11:42:12Z,resources,Scala Introduction
obi@bvskillportdemo.com,downloaded-book,2013-02-01T22:35:51Z,courses,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,added-note-course,2012-12-24T03:55:41Z,books,Managing IPv4 and IPv6 Addressing
amy@bvskillportdemo.com,shared-course,2012-05-12T12:59:45Z,books,Compliance and Social Media
jack@bvskillportdemo.com,added-note-course,2012-08-28T06:16:14Z,books,Scala Introduction
jack@bvskillportdemo.com,accessed-video,2014-04-26T09:25:10Z,videos,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,restarted-test,2014-10-20T06:20:38Z,books,Web Design Enhancements
lucas@bvskillportdemo.com,registered,2012-07-01T08:01:30Z,videos,Planning for Performance
julianne@bvskillportdemo.com,completed-course,2014-09-09T20:55:26Z,resources,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,accessed-resource,2012-11-19T06:59:40Z,resources,Scala Introduction
amy@bvskillportdemo.com,beat-pretest,2014-11-12T09:29:13Z,courses,Web Design Enhancements
julianne@bvskillportdemo.com,added-note-course,2014-11-17T20:42:35Z,resources,Compliance and Social Media
julianne@bvskillportdemo.com,accessed-book,2013-06-24T20:13:54Z,resources,Scala Introduction
julianne@bvskillportdemo.com,shared-course,2013-10-04T22:03:28Z,videos,Managing IPv4 and IPv6 Addressing
julianne@bvskillportdemo.com,accessed-book,2013-02-16T19:13:17Z,resources,Global Safety Principles
obi@bvskillportdemo.com,registered,2014-01-16T20:24:14Z,videos,Compliance and Social Media
roselyn@bvskillportdemo.com,registered,2013-08-26T14:57:14Z,resources,Global Safety Principles
jack@bvskillportdemo.com,registered,2013-02-22T22:05:46Z,resources,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,accessed-course,2013-06-25T16:12:02Z,resources,Global Safety Principles
julianne@bvskillportdemo.com,added-manager,2012-04-07T18:59:17Z,books,Compliance and Social Media
jack@bvskillportdemo.com,added-note-course,2012-09-10T18:29:39Z,books,Planning for Performance
jessica@bvskillportdemo.com,restart-course,2014-02-13T18:28:05Z,videos,Compliance and Social Media
amy@bvskillportdemo.com,read-book,2013-05-10T17:25:30Z,videos,Facilitating Collaborative Processes
